DATE,LEVEL
12/31/10,461.8601
1/31/11,465.04
2/28/11,471.47
3/31/11,472.05
4/29/11,480.5598
4/30/11,480.5601
5/31/11,475.96
6/30/11,469.48
7/29/11,472.71
7/31/11,472.71
8/31/11,461.8401
9/30/11,447.0601
10/31/11,454.79
11/30/11,451.21
12/30/11,450.23
12/31/11,450.23
1/31/12,460.75
2/29/12,468.1699
3/30/12,468.3999
3/31/12,468.3999
4/30/12,468.22
5/31/12,461.99
6/29/12,460.1399
6/30/12,460.1399
7/31/12,466.6799
8/31/12,470.6001
9/28/12,475.5
9/30/12,475.5
10/31/12,474.6499
11/30/12,477.7
12/31/12,484.78
1/31/13,494.8
2/28/13,495.98
3/29/13,501.99
3/31/13,501.99
4/30/13,508.95
5/31/13,511.0801
6/28/13,502.6199
6/30/13,502.6201
7/31/13,507.05
8/30/13,504.2998
8/31/13,504.3
9/30/13,510.72
10/31/13,518.8601
11/29/13,525.6499
